,sentence1,sentence2,label
3901,@Whitehouse @potus alle kinders behalwe die miljoene wat gestaak is #everylifematters,"@MRProlife komplikasies kom met alle soorte mediese prosedures, beteken nie dat prosedure self verbied moet word nie. #Dealwithit",0.366
3902,Haar goue bruin oë het haar oog gevang.,Beweging tussen die rotse het die sersant se oog gevang.,0.366
3903,Ek dink dit is ongeveer tien tot vyftien keer per week.,Ons het tien keer per week van seks tot nul gegaan.,0.366
3904,Die Hof van Justisie het reeds die eis uitgesluit van die skade wat die inbreuk op die antitrustwetgewing gely het.,"Eerste sekretaris (EU -wet, hof van justisie, interne mark, mededinging)",0.366
3905,Maak 'n Eric -houer 7 syfers in die finansiële industrie wat hy teen vervolging beskerm het? Waarom hou Libs van 1%ERS?,Dit is wonderlik dat @JebBush GMO -gewasse ondersteun. Dit is soos die IT -skeptisisme weer. Wetenskap teenoor geloof. #Jebbush,0.366
3906,"Raai dit is nie so belangrik nie, maar dit het sekerlik die hele tyd gehelp.","Ja, Suzume is gebrekkig, maar sy is verwant en jy wortel vir haar.",0.366
3907,Nou het hulle 'n antwoord op die vraag nodig.,As die antwoord op vraag 1 bevestigend is:,0.366
3908,Ek was verbaas oor hoeveel ek van hierdie boek gehou het en sien uit daarna om die volgende te lees.,"Goed, die enigste ander vampierboeke wat ek gelees het, is die Twilight -reeks en hierdie boek was baie anders.",0.366
3909,"Eerlik, enige blondine so sou dit waarskynlik doen.","Eerlik gesê, sy sou 'n blonde meisie wees.",0.366
3910,@thehill @evanperez maak jy my grap ... laat haar om op kwessies te fokus ... die volgende prez,"Jy is 'n idioot as jy vir Hillary stem, haar en Obama is die toonbeeld van wat verkeerd is met hierdie land #benghazi",0.357
3911,"Beligting dat WH so in u gesig na die helfte van Amerika was, geen klas nie en so oneerbiedig .. #Cashinin",@sbrenn01 @marklevinshow Watter diversiteit? Konserwatiewes is rassisties. Ek is een. Ek is mal oor Trump.,0.344
3912,@CrazyGranny56 Meer #blacks vermoor deur aborsie as tydens #slavery #confederateflag,"Terloops, baie stamselle sonder baba wat breek.",0.344
3913,@CrazyGranny56 Meer #blacks vermoor deur aborsie as tydens #slavery #confederateflag,Gelukkig om te hoor dat die #SCOTUS die sluiting van 10 aborsieklinieke in TX geblokkeer het totdat 'n appèl aangehoor kan word #SafelGalRare #ThinkProgress,0.344
3914,Net soos hoe hy Mara geken het.,Die evolusie van Mara Dyer is die tweede boek van die Mara Dyer -trilogie.,0.344
3915,"@RealDonaldTrump Kommentaar oor Mexikane waar hy gesê het ""iemand doen die verkragting"" Waarom beweer Wm Wm dat hy misdaadvry is?",Die Donald & Carley - perfek saam! - #Trump,0.344
3916,"Al was dit nie veel nie, was ek lief vir die tonele wat die paar saam gehad het.","Ek hou van hierdie karakters, almal van hulle, selfs die 'slegte'.",0.344
3917,Mense in die regering gee meer om oor woorde in 'n Bybel as vroue en hul liggame,"Vanoggend na die #clinic. 2015 en ons moet nog steeds die anti-keuse-neute wat ons pasiënte teister, wegjaag.",0.344
3918,"Soos ons weet, het 'n oorlog in die vorige boek begin en in hierdie boek het 'n paar jaar verloop.",Die jare van seergemaakte gevoelens het tydens hul eerste vergadering opgeblaas om die alliansie te vernietig voordat dit kan begin.,0.344
3919,"'N Bruin hond wat 'n rooi hemp dra, loop deur die gras.",'N Man in 'n bruin hemp balanseer aan die een kant in 'n grasveld.,0.344
3920,2 miljoen valse volgelinge op Twitter @hillaryclinton #whyimnotvotingforhillary,"@HuffPostPol as @hillaryclinton die helfte van wat hy gedoen het, kan doen, is sy 'n guns",0.344
3921,Kombinasie met epoprostenol Die kombinasie van bosentan en epoprostenol is in twee studies ondersoek: AC-052-355 (Breathe-2) en AC-052-356 (Breathe-3).,"In vitro -data het getoon dat Bosentan geen relevante inhiberende effekte op CYP -isoenzieme gehad het nie (CYP1A2, 2A6, 2B6, 2C8, 2C9, 2C9, 2D6, 2E1, 3A4).",0.344
3922,Julia onthou nie wat in die ongeluk gebeur het nie.,Hy het ook 'n verbinding met Julia.,0.344
3923,"Op pad na Chester, SC vir 'n groot Hillary Canvass! Sluit by my aan. Wylie Park 11-3","@randyprine @fabiaceae Hulle weet dat hulle teen HRC gaan verloor, sodat hulle aanhou probeer!",0.344
3924,Iemand kook okra in 'n pot.,Iemand skink olyfolie in 'n bak tamatie -wiggies.,0.344
3925,@Geraldorivera @realDonaldTrump Moenie om verskoning vra vir die waarheid nie. Mense is te sensitief. #MakeAmericAgeatAgain,@AnderSonSCooper #AC360 @AC360 @AnanAvarro <Waarom sê u Spaanse latino -esel @realDonaldTrump het skandelike dinge gesê?,0.344
3926,"Hy is ook bedrieglik, uiters mooi en baie, baie kragtig met 'n groot sin vir humor en ironie.","Een blink voorbeeld: 'Ek sal help,' sê hy, nuttig.",0.344
3927,Bied u gratis aan hom aan.,U kan nie gratis aflaai nie.,0.344
3928,Instrukteurs en studente van Francombat dra onderskeidelik rooi en groen.,Francombat word veral in die suide van Frankryk beoefen.,0.344
3929,"Terloops, iets vreemds het gebeur.","Land of the Weird, Home of the Strange.",0.344
3930,"Ek is seker ek sal uiteindelik almal lees, sodat ek kan uitvind wat gebeur.","~ Terwyl ek kan sien hoe dit 'n probleem in ander boeke kan wees, werk dit hier goed.",0.344
3931,Bied u gratis aan hom aan.,Ek kan geen hulp aanbied nie.,0.344
3932,Orlando Bloom of Johnny Depp *sug *,Johnny Depp is aangetrek soos 'n seerower.,0.344
3933,"Insluitend Paris Hilton, Lindsey Lohan, Tom Cruise en Katie Holmes.",Sy sit vas met Tom Cruise en 'n brein gewas.,0.344
3934,Die opmerking is skaars aan Charley.,Ek hou van die manier waarop Charley die Grim Reaper is en sy is verlief op die seun van Satan.,0.344
3935,Koor gesing deur R. Kelly en Sean Paul. Whoa.,Dit is soortgelyk aan die R Kelly -situasie met die jong meisies.,0.344
3936,"Deur na sy jeug te kyk, juig die skare.",Die jeug waarborg 'n werklikheid,0.344
3937,"Gemiddeld sou ek een of twee keer per week sê, soms meer.",Soms gaan hy 'n week sonder om dit te doen.,0.344
3938,"Dit lyk asof hy iets weet waaraan ons nie belangstel nie, en ek was aanvanklik nie heeltemal seker of ek hom met Julia moes vertrou nie.",Julia is aan die begin van hierdie boek gebreek.,0.344
3939,"Waardering: 4,5 sterre dreigemente van lug en see is 'n sterk fantasieverhaal.",U kan graag leer dat daar geen Insta-Love of 'n liefdesdriehoek in dreigemente van lug en see is nie.,0.344
3940,'N Vrou wat haar tong uitsteek terwyl sy gefotografeer word.,'N Vrou neem 'n foto van 'n baba wat deur 'n man gehou word.,0.344
3941,'N Darm met 'n geruite hemp met 'n snor wat vis verkoop op 'n mark.,'N Man staan ​​in 'n rivier en visvang en hou 'n net.,0.344
3942,Hulle vertel baie van 'n persoon.,Ek hou baie van verskillende soorte.,0.344
3943,Dit vind plaas in 'n fiktiewe privaat liefdadigheidshospitaal.,"Die spel vind plaas op die fiktiewe gelyknamige planeet, Notrium.",0.344
3944,Menseregte is vroueregte en vroueregte is menseregte. - Hillary Clinton,Die naweek is die Hillary for America Weekend of Action en ek hoop dat u sal deelneem. -L #california,0.344
3945,Helikopterongeluk is op pad na 'n kommer in St. Louis Mo.,U sal daarvoor na East St. Louis in Illinois moet gaan.,0.344
3946,'N Man sny gras.,'N Man borrel beton.,0.344
3947,"Die verhaal ontwikkel goed, en die karakters begin 'n eie lewe aanneem.",Geder neem individueel verstandige stappe wat op pad is na die pogrome van Stalinesque -styl en dit is baie geloofwaardig.,0.344
3948,Wat beteken dat dit omgee en omgee.,As u my betekenis verstaan.,0.344
3949,Donald Trump het soveel lugbespuiting ingeasem en begin glo dat hy die titelhouer vir die Verenigde State is.,"Wel, iemand doen die verkragting. Ek word so gekam en opgeraap, Donald is die een wat die verkragting doen. Hy verstaan ​​nooit.",0.344
3950,Dit word selde behandel as blatante gevalle soos hierdie.,"Ek het duisende gevalle behandel, en ek het nie 'n enkele pasiënt verloor nie.",0.344
3951,Dit het my van opgewondenheid laat skree. Ek sal hierdie boek aanbeveel vir almal wat van wetenskap en aksie hou.,"Hierdie boek voel ook baie gehaas in die begin, en al hou ek van 'n vinnige tempo, is dit te veel.",0.344
3952,'N Blonde vroue dra 'n baadjie met die oog daarop.,'N Vrou in 'n geel baadjie na twee ander vroue.,0.344
3953,"Luxemburg is in 3 distrikte verdeel, wat verder in 12 kantons verdeel is en dan 116 gemeentes.","Die departemente is verder verdeel in 41 arrondissements, en 133 gemeentes wat as tweede- en derde -vlak administratiewe afdelings dien.",0.344
3954,Twee mense werk met tuingereedskap in 'n rotsagtige landskap.,'N Wit hond loop deur 'n rivier wat deur 'n rotsagtige landskap loop.,0.344
3955,'N Meisie wat agter in 'n wa vol verskillende besittings sit.,'N Vrou wat haar trourok met die hulp van twee ander vroue probeer.,0.344
3956,"'N Man, sit, bedien kos vir 'n klein dogtertjie.",Valkopers en bistro -kosliefhebbers wat vasgevang is in die eb en vloei van die stad.,0.344
3957,"Alyson Noel het hom ouer en wyser laat lyk, maar tot die punt van vervelig.","Miskien sal 'n donkerder kant van ooit in latere boeke na vore kom, en ons sal miskien nog 'n bietjie van hom sien (Wink Wink, Nudge Nudge)!",0.344
3958,Twee mans wat in gras staan ​​en na 'n motor staar.,Twee vroue wat in stoele in 'n winkel sit.,0.344
3959,Stel dit uit en gaan dan na 'n webwerf met sulke produkte.,Dit voel asof hulle sulke dinge wil hê.,0.344
3960,Ek het geen probleme daarmee nie.,"U het probleme, meneer.",0.344
3961,Hierdie kategorie groepeer artikels oor onderwerpe wat verband hou met die Grand Theft Auto -reeks rekenaar- en videospeletjies.,"Hierdie kategorie bevat artikels wat verband hou met vervoer per tram, straatlopende ligspoor of soortgelyke stelsels in die Verenigde Koninkryk.",0.344
3962,Die eiers is 'n bruinerige kleur.,'N Ander naam vir hierdie kleur is Mallow.,0.344
3963,"The Left Fear Donald Trump, Big Time! @realDonaldTrump",Waarom is dit verkeerd as Trump feite oor onwettige immigrante noem ??? Hy is 100% reg,0.344
3964,Kan die voorgee in iets werklik verander?,"Voorgee dat hy gepaar word, word werklik.",0.344
3965,Ek het advies oor dissipline nodig?,My raad is om op te hou kyk.,0.344
3966,"Dit het oorspronklik 'skyfjokkie' beteken, maar sê 'Dance Jamster.",Ek sal u waarsku dat skyfjokkie -toerusting duur is.,0.344
3967,Nathaniel Hawthorne was 'n Amerikaanse romanskrywer en kortverhaalskrywer.,Maria Edgeworth was 'n Anglo-Ierse romanskrywer en kinders se skrywer.,0.344
3968,"LMAO, my skool, meen dat vroue die reg op 'n aborsie is teen feminisme. Hulle ken nie feminisme #wtf nie","Hulle weet wat die beste is vir hul gesondheid, hulle weet wat die beste is vir hul geluk, weet hulle wat die beste vir hul welstand is.",0.344
3969,Mense is bymekaar in 'n stadsstraat met polisievoertuie wat opdaag.,Man in swart helm dryf alle terrein aan alle terreinvoertuig.,0.344
3970,En daardie Joe Cocker -lied kom aan?,Gaan saam met Bob oor die liedkeuse.,0.344
3971,Maar dit was goed om te sien hoe dit sou gewees het as Edward 'n meisie was en Bella 'n seun was.,Ten minste sit Bella en Edward mooi saam.,0.344
3972,"@ReadyForHrc @hillaryclinton #hillaryclinton, die Amerikaanse presidentskap is 'n bewys van die sukses van #women hul rol in die wêreld",@Foxnews @govchristie @hillaryclinton Eintlik moet sy gediskwalifiseer word van hardloop! Hoeveel swendelary en etiese probleme nou?,0.344
3973,Almal wil met prettige en interessante mense kuier.,"Alhoewel dit nie vir almal is nie, is dit interessant.",0.344
3974,"@NBC aan #Trump: ""Hoe durf u daarop wys dat Obama elke maand verkrag word dat 1000 meisies verkrag word!"" #ccot #tcot",",@RealDonaldTrump troef die presidensiële drome oor so werklik soos Kimjonguns eenhorings.",0.344
3975,'N Man verkoop items.,'N Man maak die huis skoon.,0.344
3976,"@NyCanegirl Die voorbedagte neem van 'n onskuldige menslike lewe is die eerste graad moord, en jy weet dit.",Bernadette Smyth is 'n onkundige Thunder -kut. Nie haar lewe nie. Nie haar liggaam nie. Nie haar besigheid nie. #Itsaballofcellsnotababy #newsni,0.344
3977,Pragtige illustrasies herinner baie aan die wonderlike geanimeerde film.,5 sterre vir 'n pragtige produksie.,0.344
3978,Hillary Clinton het sedert 1996 nie 'n motor gery nie. #ClintonFakerealityShow,"Kom ons maak sekretaris Clinton, president Clinton - @AgmarkHerring @vademocrats",0.344
3979,'N Vrou bewonder haar besinning in 'n vertoonvenster.,Die klein seuntjie kruip rond langs die groot glasvensters.,0.344
3980,"So @clintonfdn, ek glo Andrew Fastow het jou geklop vir die ""Ons het foute gemaak, soos baie organisasies van ons grootte doen""","RT @muradguderian: Demokrate is rooi, Obama is 'n kommunis, ek is 'n ware patriot, so stop Hillary. #tcot",0.344
3981,"Met die uitsondering van die snaaksste, is dit van toepassing.",Paige is die snaaksste vir my.,0.344
3982,"Hy is in die rug geskiet,","Nee, huis word tydens die eindronde geskiet.",0.344
3983,Oplight Lance het dit geniet om te laat gaan en Tim vir hom te laat sorg!,Die humor en die honde en Tim het dit egter 'n goeie lees gemaak.,0.344
3984,Kinders wat in die veld hardloop.,Baba wat in 'n speelding kruip.,0.344
3985,"#Hillary, hier is 'n Christen wie se godsdiensbeskouings nooit sal ""aanpas"" om aborsie in te sluit nie. Aborsie is moord.","As #BlackLivesMatter, waarom nie swart babas in die baarmoeder nie? Op een of ander manier maak hul lewens nie saak nie .... verwonderd met die een. #katolies",0.344
3986,'N Man ruik twee pizzas.,'N Vrou voed 'n man.,0.344
3987,@HillaryClinton hou van die nuwe kleurryke profielfoto! #loveit,Die enigste intelligente keuse vir die VSA is Hillary Clinton .... U kan nie bekostig om tuis te bly nie ... u moet stem en stem #UniteBlue,0.344
3988,Wat as hy kwaad word en niks met jou te doen het nie?,"As jy oor ander meisies praat, word sy kwaad.",0.344
3989,".@Hillaryclinton is 'n droid en iemand het haar geprogrammeer om dinge te sê - dink dat sy nie hoef te werk om te wen nie, so sy is nie!","Hillary beweer dat hy 'n 'kampioen' van die middelklas is, maar die belastingplan van @randpaul verlaag die FICA -belasting, wat die middelklas bevoordeel.",0.344
3990,"Hillary Clinton stuur aan vir my e -pos, en as ek probeer uitteken, kry ek 'n foutboodskap. Dit is kanker",@HillaryClinton sal die genomineerde vir die Demokratiese Party wees. Periode. En sy gaan ook die presidentskap wen. #Sorrybernie,0.344
3991,"Ek sal voortgaan met hierdie reeks, net sodat ek kan sluit.","Dit sou meer akkuraat wees om te sê dat ek potensiaal gesien het, en was nuuskierig om te sien of boek twee dit sou lewer.",0.344
3992,Sonic -werknemers wat oor werk praat.,Twee volwassenes praat na die klas.,0.344
3993,"Genoeg parkeerdag of nag, mense spuit, hoe buurman!",Die nag dink ek nie dat ons die parkeerterrein verlaat het nie.,0.344
3994,Na afloop van die oorlog is die grense van Pole weswaarts verskuif en die oostelike grens na die Curzon -lyn gedruk.,"Die beroemde rivier Padma grens aan die Rajshahi -afdeling in die suide en 'n ander beroemde rivier, Jamuna, lê oor die oostelike grens.",0.344
3995,Hulle het die Villian aan die einde gevange geneem!,Dit is soortgelyk aan die einde van die gevangene van Azkaban.,0.344
3996,Die bediener is 'n SOCKSV5 -instaanbediener.,Caching Proxy Server vir Debian Archive Files,0.344
3997,'N Vrou praat met haar troeteldierhaas terwyl sy dit hou.,'N Vrou stap haar hond op Astro Turf.,0.344
3998,@RealdonaldTrump Go Get 'Em Mr. Trump !!!,"@Vlactionfund @reince dieselfde #RNC -verloorders wat gedink het dat Romney & Palin goeie keuses was, moet dankbaar wees dat Trump saamgekom het",0.344
3999,In die sigbare spektrum lyk Ananke neutraal tot ligrooi.,Die gebruikte kleure wissel van ligblou tot rooi tot 'n baie kontroversiële oranje.,0.344
4000,"U kan `` Quote '' kategorieë deur 'n kolon by te voeg voor '' kategorie '', soos hierdie :.",Hierdie kategorie is vir kategorieë wat artikels volgens geografiese ligging groepeer.,0.344
4001,"@Jebbush en @marcorubio kan nie hul gedagtes praat nie, maar hulle word betaal 2 hou dinge rekenaar. @RealDonaldTrump antwoorde op niemand!",@RealdonaldTrump Ek gee nie om wat @Nascar sê nie! Ek gee nie om wat die liberale by @espn sê nie .. hou aan om die waarheid te praat !!,0.344
4002,"Twee vroue, een met 'n kamera, reik uit en raak 'n spieëlbal.",'N Lang blonde vroue wat kouse dra wat van die kamera wegstap.,0.344
4003,Ek wonder nog wie Erec Rex is?,"Die mal kompetisies wat Erec en Bethany in die gesig gestaar het, was verbeeldingryk en dwingend.",0.344
4004,"Die ander kinders is taai, en Perry veg in 'n geveg.","Dus, die hele tyd, terwyl ek die ander normale lees, het ek deur Veronica Rossi aan Perry gedink onder die Never Sky.",0.344
4005,En hou jy van die manier waarop die Franse deure na die dek oopgaan?,Omdat die deure binne 'n uur oop is vir kiesers.,0.344
4006,"Sy is na Buenos Aires, Argentinië en daarna na Kristiansand, Noorweë, gesleep vir herstelwerk.",Mar del Plata is die gewildste bestemming vir konvensies in Argentinië ná Buenos Aires.,0.344
4007,"Chambers -styl is deurgaans blomme en poëties, maar sy ""gruwel"" -verhale is baie sterker as die romantiese verhale in hierdie versameling.","(Persoonlike voetnoot: Ek is so lief vir hierdie boek, ek het een keer 'n verhaal geskryf vir 'n bundel gebaseer op die King in Yellow.",0.344
4008,"Eerstens, Fall Out Boy is nie goed nie.",Ek is gelukkig met enige liedjie van Fall Out Boy of Hawthorne Heights.,0.344
4009,Rayfe is die koning van die Tala en moet Andi oortuig om saam met hom na hul land terug te keer.,Die tala is basies die FAE.,0.344
